stripeId,type,reportingCategory,description,amountEuro,feeEuro,netEuro,currency,status,createdAtStripe,availableOn,sourceId,payoutId,orderId,syncedAt
"stripe_eu_tx_txn_3TG8URRrkwwcYwep1eqtkuES","charge","charge","",29.99,1.22,28.77,eur,"available",2026-03-29T01:50:12.000Z,2026-04-02T00:00:00.000Z,"ch_3TG8URRrkwwcYwep12OHecA0","","",2026-09-06T20:46:36.798Z
"stripe_eu_tx_txn_1TG8UXRrkwwcYwepOeFy9e3m","contribution","contribution","Climate contribution",-0.15,0.00,-0.15,eur,"available",2026-03-29T01:50:17.000Z,2026-04-02T00:00:00.000Z,"","","",2026-09-06T20:46:36.600Z
"stripe_eu_tx_txn_3TH2KrRrkwwcYwep1XdNSY1q","charge","charge","",144.98,2.42,142.56,eur,"available",2026-03-31T13:28:03.000Z,2026-04-07T00:00:00.000Z,"ch_3TH2KrRrkwwcYwep1njcWN9l","","",2026-09-06T20:46:36.504Z
"stripe_eu_tx_txn_1TH2KxRrkwwcYwepwY4E0ozc","contribution","contribution","Climate contribution",-0.72,0.00,-0.72,eur,"available",2026-03-31T13:28:07.000Z,2026-04-07T00:00:00.000Z,"","","",2026-09-06T20:46:36.288Z
"stripe_eu_tx_txn_3THRDzRrkwwcYwep1IWuTvYj","charge","charge","",29.99,1.00,28.99,eur,"available",2026-04-01T16:02:38.000Z,2026-04-08T00:00:00.000Z,"ch_3THRDzRrkwwcYwep1cJjmadA","","",2026-09-06T20:46:36.192Z
"stripe_eu_tx_txn_1THRE5RrkwwcYwepdoRXQiAO","contribution","contribution","Climate contribution",-0.15,0.00,-0.15,eur,"available",2026-04-01T16:02:41.000Z,2026-04-08T00:00:00.000Z,"","","",2026-09-06T20:46:35.974Z
"stripe_eu_tx_txn_1THZBHRrkwwcYwept9slHFs8","payout","payout","STRIPE PAYOUT",-28.30,0.00,-28.30,eur,"available",2026-04-02T00:32:19.000Z,2026-04-02T00:32:19.000Z,"po_1THZBHRrkwwcYwepmcvirfFj","","",2026-09-06T20:46:35.879Z
"stripe_eu_tx_po_1THZBHRrkwwcYwepmcvirfFj","payout","payout","STRIPE PAYOUT",-28.30,0.00,-28.30,eur,"paid",2026-04-02T00:32:19.000Z,2026-04-02T00:00:00.000Z,"","stripe_eu_tx_po_1THZBHRrkwwcYwepmcvirfFj","",2026-09-06T20:46:54.398Z
"stripe_eu_tx_txn_3THRDzRrkwwcYwep1VFhNywK","refund","refund","REFUND FOR CHARGE",-29.99,0.00,-29.99,eur,"available",2026-04-04T07:09:38.000Z,2026-04-08T00:00:00.000Z,"re_3THRDzRrkwwcYwep1WWGaOaB","","",2026-09-06T20:46:35.783Z
"stripe_eu_tx_txn_1TJNEORrkwwcYwepYf0TQPJ2","payout","payout","STRIPE PAYOUT",-141.84,0.00,-141.84,eur,"available",2026-04-07T00:11:00.000Z,2026-04-07T00:11:00.000Z,"po_1TJNEORrkwwcYwepQyjbvpKO","","",2026-09-06T20:46:35.687Z
"stripe_eu_tx_po_1TJNEORrkwwcYwepQyjbvpKO","payout","payout","STRIPE PAYOUT",-141.84,0.00,-141.84,eur,"paid",2026-04-07T00:11:00.000Z,2026-04-07T00:00:00.000Z,"","stripe_eu_tx_po_1TJNEORrkwwcYwepQyjbvpKO","",2026-09-06T20:46:54.303Z
"stripe_eu_tx_txn_3TMlfaRrkwwcYwep1OK1tykj","charge","charge","",29.99,0.70,29.29,eur,"available",2026-04-16T08:53:09.000Z,2026-04-21T00:00:00.000Z,"ch_3TMlfaRrkwwcYwep1rKZ3KqW","","",2026-09-06T20:46:35.591Z
"stripe_eu_tx_txn_1TMlfhRrkwwcYwepj4J4NWrv","contribution","contribution","Climate contribution",-0.15,0.00,-0.15,eur,"available",2026-04-16T08:53:13.000Z,2026-04-21T00:00:00.000Z,"","","",2026-09-06T20:46:35.373Z
"stripe_eu_tx_txn_3TOEwqRrkwwcYwep0PWa3mde","charge","charge","",39.99,0.85,39.14,eur,"available",2026-04-20T10:21:02.000Z,2026-04-23T00:00:00.000Z,"ch_3TOEwqRrkwwcYwep09cmTfCD","","",2026-09-06T20:46:35.277Z
"stripe_eu_tx_txn_1TOEwwRrkwwcYwepW8VqWcJu","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2026-04-20T10:21:06.000Z,2026-04-23T00:00:00.000Z,"","","",2026-09-06T20:46:35.056Z
"stripe_eu_tx_txn_3TOFWURrkwwcYwep1T5ie17D","payment","charge","",0.00,0.22,-0.22,eur,"available",2026-04-20T10:57:52.000Z,2026-04-23T00:00:00.000Z,"py_3TOFWURrkwwcYwep15W4PN6u","","",2026-09-06T20:46:34.959Z
"stripe_eu_tx_po_1TOSH7RrkwwcYwep9gkxsA8o","payout","payout","STRIPE PAYOUT",-27.99,0.00,-27.99,eur,"paid",2026-04-21T00:34:49.000Z,2026-04-21T00:00:00.000Z,"","stripe_eu_tx_po_1TOSH7RrkwwcYwep9gkxsA8o","",2026-09-06T20:46:54.207Z
"stripe_eu_tx_txn_1TOSH7RrkwwcYwepKSf8T5hk","payout","payout","STRIPE PAYOUT",-27.99,0.00,-27.99,eur,"available",2026-04-21T00:34:49.000Z,2026-04-21T00:34:49.000Z,"po_1TOSH7RrkwwcYwep9gkxsA8o","","",2026-09-06T20:46:34.743Z
"stripe_eu_tx_txn_1TPB2JRrkwwcYwepnkrCXsYP","payout","payout","STRIPE PAYOUT",-38.72,0.00,-38.72,eur,"available",2026-04-23T00:22:31.000Z,2026-04-23T00:22:31.000Z,"po_1TPB2JRrkwwcYwep4fv1hM3m","","",2026-09-06T20:46:34.647Z
"stripe_eu_tx_po_1TPB2JRrkwwcYwep4fv1hM3m","payout","payout","STRIPE PAYOUT",-38.72,0.00,-38.72,eur,"paid",2026-04-23T00:22:31.000Z,2026-04-23T00:00:00.000Z,"","stripe_eu_tx_po_1TPB2JRrkwwcYwep4fv1hM3m","",2026-09-06T20:46:54.111Z
"stripe_eu_tx_txn_3TQnuORrkwwcYwep1Dfft678","charge","charge","",39.99,0.85,39.14,eur,"available",2026-04-27T12:05:04.000Z,2026-04-30T00:00:00.000Z,"ch_3TQnuORrkwwcYwep1Fj1fZK8","","",2026-09-06T20:46:34.551Z
"stripe_eu_tx_txn_1TQnuSRrkwwcYwepnuox7Id9","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2026-04-27T12:05:08.000Z,2026-04-30T00:00:00.000Z,"","","",2026-09-06T20:46:34.298Z
"stripe_eu_tx_txn_3TR8vSRrkwwcYwep0aagA2z5","charge","charge","",54.98,1.07,53.91,eur,"available",2026-04-28T10:31:36.000Z,2026-05-04T00:00:00.000Z,"ch_3TR8vSRrkwwcYwep0ZWjMcZN","","",2026-09-06T20:46:34.202Z
"stripe_eu_tx_txn_1TR8vYRrkwwcYwepSX2F2Q1D","contribution","contribution","Climate contribution",-0.27,0.00,-0.27,eur,"available",2026-04-28T10:31:39.000Z,2026-05-04T00:00:00.000Z,"","","",2026-09-06T20:46:33.987Z
"stripe_eu_tx_txn_3TRYzSRrkwwcYwep0XTghGkM","charge","charge","",45.97,0.94,45.03,eur,"available",2026-04-29T14:22:02.000Z,2026-05-05T00:00:00.000Z,"ch_3TRYzSRrkwwcYwep0aI7VStR","","",2026-09-06T20:46:33.891Z
"stripe_eu_tx_txn_1TRZ06RrkwwcYwepdftiAkTO","contribution","contribution","Climate contribution",-0.23,0.00,-0.23,eur,"available",2026-04-29T14:22:06.000Z,2026-05-05T00:00:00.000Z,"","","",2026-09-06T20:46:33.674Z
"stripe_eu_tx_po_1TRiQ1RrkwwcYwepbV8qdLoY","payout","payout","STRIPE PAYOUT",-38.94,0.00,-38.94,eur,"paid",2026-04-30T00:25:29.000Z,2026-04-30T00:00:00.000Z,"","stripe_eu_tx_po_1TRiQ1RrkwwcYwepbV8qdLoY","",2026-09-06T20:46:54.016Z
"stripe_eu_tx_txn_1TRiQ1RrkwwcYwepF4vz2uJu","payout","payout","STRIPE PAYOUT",-38.94,0.00,-38.94,eur,"available",2026-04-30T00:25:29.000Z,2026-04-30T00:25:29.000Z,"po_1TRiQ1RrkwwcYwepbV8qdLoY","","",2026-09-06T20:46:33.578Z
"stripe_eu_tx_txn_3TSzMsRrkwwcYwep11EAvI3P","charge","charge","",284.90,4.52,280.38,eur,"available",2026-05-03T12:46:06.000Z,2026-05-07T00:00:00.000Z,"ch_3TSzMsRrkwwcYwep1HSVzJ8A","","",2026-09-06T20:46:33.483Z
"stripe_eu_tx_txn_1TSzPSRrkwwcYwepMMBPN6Ow","contribution","contribution","Climate contribution",-1.42,0.00,-1.42,eur,"available",2026-05-03T12:46:10.000Z,2026-05-07T00:00:00.000Z,"","","",2026-09-06T20:46:33.261Z
"stripe_eu_tx_txn_3TT0p4RrkwwcYwep1MNarUZe","payment","charge","",0.00,0.21,-0.21,eur,"available",2026-05-03T14:16:45.000Z,2026-05-07T00:00:00.000Z,"py_3TT0p4RrkwwcYwep1IsYo8jG","","",2026-09-06T20:46:33.165Z
"stripe_eu_tx_po_1TT9y1RrkwwcYwepGzjrFIdU","payout","payout","STRIPE PAYOUT",-53.64,0.00,-53.64,eur,"paid",2026-05-04T00:02:33.000Z,2026-05-04T00:00:00.000Z,"","stripe_eu_tx_po_1TT9y1RrkwwcYwepGzjrFIdU","",2026-09-06T20:46:53.920Z
"stripe_eu_tx_txn_1TT9y1RrkwwcYweplHFp7MF2","payout","payout","STRIPE PAYOUT",-53.64,0.00,-53.64,eur,"available",2026-05-04T00:02:33.000Z,2026-05-04T00:02:33.000Z,"po_1TT9y1RrkwwcYwepGzjrFIdU","","",2026-09-06T20:46:32.947Z
"stripe_eu_tx_po_1TTWeyRrkwwcYwepAFPG1e0z","payout","payout","STRIPE PAYOUT",-44.80,0.00,-44.80,eur,"paid",2026-05-05T00:16:24.000Z,2026-05-05T00:00:00.000Z,"","stripe_eu_tx_po_1TTWeyRrkwwcYwepAFPG1e0z","",2026-09-06T20:46:53.825Z
"stripe_eu_tx_txn_1TTWeyRrkwwcYwepb6BnIAfh","payout","payout","STRIPE PAYOUT",-44.80,0.00,-44.80,eur,"available",2026-05-05T00:16:24.000Z,2026-05-05T00:16:24.000Z,"po_1TTWeyRrkwwcYwepAFPG1e0z","","",2026-09-06T20:46:32.851Z
"stripe_eu_tx_txn_1TUFpWRrkwwcYwepOlzpA2si","payout","payout","STRIPE PAYOUT",-278.75,0.00,-278.75,eur,"available",2026-05-07T00:30:17.000Z,2026-05-07T00:30:17.000Z,"po_1TUFpVRrkwwcYwepdieDSIqT","","",2026-09-06T20:46:32.755Z
"stripe_eu_tx_po_1TUFpVRrkwwcYwepdieDSIqT","payout","payout","STRIPE PAYOUT",-278.75,0.00,-278.75,eur,"paid",2026-05-07T00:30:17.000Z,2026-05-07T00:00:00.000Z,"","stripe_eu_tx_po_1TUFpVRrkwwcYwepdieDSIqT","",2026-09-06T20:46:53.729Z
"stripe_eu_tx_txn_3TXhANRrkwwcYwep0VwwAbM9","payment","charge","",0.00,0.20,-0.20,eur,"available",2026-05-16T12:18:06.000Z,2026-05-21T00:00:00.000Z,"py_3TXhANRrkwwcYwep0Hx8JOo1","","",2026-09-06T20:46:32.659Z
"stripe_eu_tx_txn_3TaxywRrkwwcYwep0nknWw0e","charge","charge","",84.98,1.52,83.46,eur,"available",2026-05-25T12:51:48.000Z,2026-05-28T00:00:00.000Z,"ch_3TaxywRrkwwcYwep09TyG2Oy","","",2026-09-06T20:46:32.460Z
"stripe_eu_tx_txn_1Taxz2RrkwwcYwep07SvxrTE","contribution","contribution","Climate contribution",-0.42,0.00,-0.42,eur,"available",2026-05-25T12:51:52.000Z,2026-05-28T00:00:00.000Z,"","","",2026-09-06T20:46:32.238Z
"stripe_eu_tx_txn_1TbVUrRrkwwcYwep2Wm1XSWh","stripe_fee","fee","Revenue recognition (2026-05-25): Standalone charges",-0.21,0.00,-0.21,eur,"available",2026-05-27T00:38:56.000Z,2026-05-27T00:38:56.000Z,"","","",2026-09-06T20:46:32.142Z
"stripe_eu_tx_txn_1TbryNRrkwwcYwept7jxQIII","payout","payout","STRIPE PAYOUT",-82.63,0.00,-82.63,eur,"available",2026-05-28T00:38:55.000Z,2026-05-28T00:38:55.000Z,"po_1TbryNRrkwwcYwepAHfw64C5","","",2026-09-06T20:46:32.046Z
"stripe_eu_tx_po_1TbryNRrkwwcYwepAHfw64C5","payout","payout","STRIPE PAYOUT",-82.63,0.00,-82.63,eur,"paid",2026-05-28T00:38:55.000Z,2026-05-28T00:00:00.000Z,"","stripe_eu_tx_po_1TbryNRrkwwcYwepAHfw64C5","",2026-09-06T20:46:53.634Z
"stripe_eu_tx_txn_3Tf2qURrkwwcYwep1JTdxIH6","charge","charge","",89.99,1.60,88.39,eur,"available",2026-06-05T18:51:56.000Z,2026-06-10T00:00:00.000Z,"ch_3Tf2qURrkwwcYwep1BgvrjlG","","",2026-09-06T20:46:31.950Z
"stripe_eu_tx_txn_1Tf2qaRrkwwcYwep7yjFPE3w","contribution","contribution","Climate contribution",-0.45,0.00,-0.45,eur,"available",2026-06-05T18:52:00.000Z,2026-06-10T00:00:00.000Z,"","","",2026-09-06T20:46:31.735Z
"stripe_eu_tx_txn_1TfUl4RrkwwcYwepudxKe63Y","stripe_fee","fee","Revenue recognition (2026-06-05): Standalone charges",-0.22,0.00,-0.22,eur,"available",2026-06-07T00:40:09.000Z,2026-06-07T00:40:09.000Z,"","","",2026-09-06T20:46:31.639Z
"stripe_eu_tx_po_1TgZgbRrkwwcYwep9WTER9qo","payout","payout","STRIPE PAYOUT",-87.72,0.00,-87.72,eur,"paid",2026-06-10T00:08:01.000Z,2026-06-10T00:00:00.000Z,"","stripe_eu_tx_po_1TgZgbRrkwwcYwep9WTER9qo","",2026-09-06T20:46:53.539Z
"stripe_eu_tx_txn_1TgZgbRrkwwcYwephSiOj55f","payout","payout","STRIPE PAYOUT",-87.72,0.00,-87.72,eur,"available",2026-06-10T00:08:01.000Z,2026-06-10T00:08:01.000Z,"po_1TgZgbRrkwwcYwep9WTER9qo","","",2026-09-06T20:46:31.543Z
"stripe_eu_tx_txn_3TitsVRrkwwcYwep03OyeUT2","charge","charge","",49.46,0.99,48.47,eur,"available",2026-06-16T10:05:56.000Z,2026-06-19T00:00:00.000Z,"ch_3TitsVRrkwwcYwep0pggT8DE","","",2026-09-06T20:46:31.447Z
"stripe_eu_tx_txn_1TitsaRrkwwcYwepcNc62lHj","contribution","contribution","Climate contribution",-0.25,0.00,-0.25,eur,"available",2026-06-16T10:06:00.000Z,2026-06-19T00:00:00.000Z,"","","",2026-09-06T20:46:31.141Z
"stripe_eu_tx_txn_1TjUc3RrkwwcYwepMwOPSs1L","stripe_fee","fee","Revenue recognition (2026-06-16): Standalone charges",-0.12,0.00,-0.12,eur,"available",2026-06-18T01:19:23.000Z,2026-06-18T01:19:23.000Z,"","","",2026-09-06T20:46:31.045Z
"stripe_eu_tx_txn_1TjpuKRrkwwcYwepWbSGY8AD","payout","payout","STRIPE PAYOUT",-48.10,0.00,-48.10,eur,"available",2026-06-19T00:03:40.000Z,2026-06-19T00:03:40.000Z,"po_1TjpuKRrkwwcYwepqWFBq66Z","","",2026-09-06T20:46:30.950Z
"stripe_eu_tx_po_1TjpuKRrkwwcYwepqWFBq66Z","payout","payout","STRIPE PAYOUT",-48.10,0.00,-48.10,eur,"paid",2026-06-19T00:03:40.000Z,2026-06-19T00:00:00.000Z,"","stripe_eu_tx_po_1TjpuKRrkwwcYwepqWFBq66Z","",2026-09-06T20:46:53.443Z
"stripe_eu_tx_txn_3TonoCRrkwwcYwep1GA8NIWP","charge","charge","",104.98,1.82,103.16,eur,"available",2026-07-02T16:49:54.000Z,2026-07-07T00:00:00.000Z,"ch_3TonoCRrkwwcYwep1fIXGchS","","",2026-09-06T20:46:30.854Z
"stripe_eu_tx_txn_1TonoIRrkwwcYwepqlSNSIqP","contribution","contribution","Climate contribution",-0.52,0.00,-0.52,eur,"available",2026-07-02T16:49:58.000Z,2026-07-07T00:00:00.000Z,"","","",2026-09-06T20:46:30.581Z
"stripe_eu_tx_txn_3Tp8tnRrkwwcYwep0biMYl7Q","charge","charge","",69.99,1.58,68.41,eur,"available",2026-07-03T15:21:04.000Z,2026-07-08T00:00:00.000Z,"ch_3Tp8tnRrkwwcYwep012NNPQm","","",2026-09-06T20:46:30.485Z
"stripe_eu_tx_txn_1Tp8tsRrkwwcYwepAlIztNtS","contribution","contribution","Climate contribution",-0.35,0.00,-0.35,eur,"available",2026-07-03T15:21:08.000Z,2026-07-08T00:00:00.000Z,"","","",2026-09-06T20:46:30.268Z
"stripe_eu_tx_txn_1TpHoWRrkwwcYweprAGO8xwX","stripe_fee","fee","Revenue recognition (2026-07-02): Standalone charges",-0.26,0.00,-0.26,eur,"available",2026-07-04T00:52:12.000Z,2026-07-04T00:52:12.000Z,"","","",2026-09-06T20:46:30.172Z
"stripe_eu_tx_txn_1Tpe9NRrkwwcYwepYk0LQCoo","stripe_fee","fee","Revenue recognition (2026-07-03): Standalone charges",-0.17,0.00,-0.17,eur,"available",2026-07-05T00:43:12.000Z,2026-07-05T00:43:12.000Z,"","","",2026-09-06T20:46:30.076Z
"stripe_eu_tx_txn_1TqMxQRrkwwcYwep3BAOePvW","payout","payout","STRIPE PAYOUT",-102.21,0.00,-102.21,eur,"available",2026-07-07T00:33:52.000Z,2026-07-07T00:33:52.000Z,"po_1TqMxQRrkwwcYwep86yvRSzq","","",2026-09-06T20:46:29.981Z
"stripe_eu_tx_po_1TqMxQRrkwwcYwep86yvRSzq","payout","payout","STRIPE PAYOUT",-102.21,0.00,-102.21,eur,"paid",2026-07-07T00:33:52.000Z,2026-07-07T00:00:00.000Z,"","stripe_eu_tx_po_1TqMxQRrkwwcYwep86yvRSzq","",2026-09-06T20:46:53.348Z
"stripe_eu_tx_txn_1Tqj1GRrkwwcYwepEKbwXR2S","payout","payout","STRIPE PAYOUT",-68.06,0.00,-68.06,eur,"available",2026-07-08T00:07:18.000Z,2026-07-08T00:07:18.000Z,"po_1Tqj1GRrkwwcYwepBOo9FXCU","","",2026-09-06T20:46:29.885Z
"stripe_eu_tx_po_1Tqj1GRrkwwcYwepBOo9FXCU","payout","payout","STRIPE PAYOUT",-68.06,0.00,-68.06,eur,"paid",2026-07-08T00:07:18.000Z,2026-07-08T00:00:00.000Z,"","stripe_eu_tx_po_1Tqj1GRrkwwcYwepBOo9FXCU","",2026-09-06T20:46:53.252Z
"stripe_eu_tx_txn_3TrNudRrkwwcYwep0zY0M7LI","charge","charge","",39.99,0.85,39.14,eur,"available",2026-07-09T19:47:13.000Z,2026-07-14T00:00:00.000Z,"ch_3TrNudRrkwwcYwep0kVBwEIg","","",2026-09-06T20:46:29.789Z
"stripe_eu_tx_txn_1TrNuiRrkwwcYwepZOrrHdLo","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2026-07-09T19:47:16.000Z,2026-07-14T00:00:00.000Z,"","","",2026-09-06T20:46:29.568Z
"stripe_eu_tx_txn_1Trp7RRrkwwcYwepAbavYcye","stripe_fee","fee","Revenue recognition (2026-07-09): Standalone charges",-0.10,0.00,-0.10,eur,"available",2026-07-11T00:50:12.000Z,2026-07-11T00:50:12.000Z,"","","",2026-09-06T20:46:29.473Z
"stripe_eu_tx_txn_1TstnPRrkwwcYwepegWGp1P6","payout","payout","STRIPE PAYOUT",-38.84,0.00,-38.84,eur,"available",2026-07-14T00:01:58.000Z,2026-07-14T00:01:58.000Z,"po_1TstnORrkwwcYwepEqY4tWB7","","",2026-09-06T20:46:29.377Z
"stripe_eu_tx_po_1TstnORrkwwcYwepEqY4tWB7","payout","payout","STRIPE PAYOUT",-38.84,0.00,-38.84,eur,"paid",2026-07-14T00:01:58.000Z,2026-07-14T00:00:00.000Z,"","stripe_eu_tx_po_1TstnORrkwwcYwepEqY4tWB7","",2026-09-06T20:46:53.156Z
"stripe_eu_tx_txn_3TtjecRrkwwcYwep1EDBi6dh","charge","charge","",37.99,0.82,37.17,eur,"available",2026-07-16T07:24:24.000Z,2026-07-21T00:00:00.000Z,"ch_3TtjecRrkwwcYwep1xLy9t6o","","",2026-09-06T20:46:29.281Z
"stripe_eu_tx_txn_1TtjeiRrkwwcYwep7FQKQmxX","contribution","contribution","Climate contribution",-0.19,0.00,-0.19,eur,"available",2026-07-16T07:24:28.000Z,2026-07-21T00:00:00.000Z,"","","",2026-09-06T20:46:29.059Z
"stripe_eu_tx_txn_1TuMUURrkwwcYwepVyRQcros","stripe_fee","fee","Revenue recognition (2026-07-16): Standalone charges",-0.09,0.00,-0.09,eur,"available",2026-07-18T00:52:30.000Z,2026-07-18T00:52:30.000Z,"","","",2026-09-06T20:46:28.964Z
"stripe_eu_tx_po_1TvRW5RrkwwcYwepAWCVstvX","payout","payout","STRIPE PAYOUT",-36.89,0.00,-36.89,eur,"paid",2026-07-21T00:26:37.000Z,2026-07-21T00:00:00.000Z,"","stripe_eu_tx_po_1TvRW5RrkwwcYwepAWCVstvX","",2026-09-06T20:46:53.061Z
"stripe_eu_tx_txn_1TvRW5RrkwwcYwep6n2eBK2G","payout","payout","STRIPE PAYOUT",-36.89,0.00,-36.89,eur,"available",2026-07-21T00:26:37.000Z,2026-07-21T00:26:37.000Z,"po_1TvRW5RrkwwcYwepAWCVstvX","","",2026-09-06T20:46:28.868Z
"stripe_eu_tx_txn_3TzcRERrkwwcYwep0NIP8g6r","charge","charge","",29.99,0.70,29.29,eur,"available",2026-08-01T12:54:53.000Z,2026-08-06T00:00:00.000Z,"ch_3TzcRERrkwwcYwep0rjIsUMl","","",2026-09-06T20:46:28.773Z
"stripe_eu_tx_txn_1TzcRJRrkwwcYwepnMZCVevV","contribution","contribution","Climate contribution",-0.15,0.00,-0.15,eur,"available",2026-08-01T12:54:57.000Z,2026-08-06T00:00:00.000Z,"","","",2026-09-06T20:46:28.527Z
"stripe_eu_tx_txn_1U0ADkRrkwwcYwepZyu4pQtL","stripe_fee","fee","Revenue recognition (2026-08-01): Standalone charges",-0.07,0.00,-0.07,eur,"available",2026-08-03T00:59:11.000Z,2026-08-03T00:59:11.000Z,"","","",2026-09-06T20:46:28.432Z
"stripe_eu_tx_txn_1U1FQERrkwwcYwep67pyiMHL","payout","payout","STRIPE PAYOUT",-29.07,0.00,-29.07,eur,"available",2026-08-06T00:44:34.000Z,2026-08-06T00:44:34.000Z,"po_1U1FQERrkwwcYwepOa5Y60Rs","","",2026-09-06T20:46:28.336Z
"stripe_eu_tx_po_1U1FQERrkwwcYwepOa5Y60Rs","payout","payout","STRIPE PAYOUT",-29.07,0.00,-29.07,eur,"paid",2026-08-06T00:44:34.000Z,2026-08-06T00:00:00.000Z,"","stripe_eu_tx_po_1U1FQERrkwwcYwepOa5Y60Rs","",2026-09-06T20:46:52.965Z
"stripe_eu_tx_txn_3U1Yc8RrkwwcYwep1l4tJnL9","charge","charge","",39.99,0.85,39.14,eur,"available",2026-08-06T21:14:10.000Z,2026-08-11T00:00:00.000Z,"ch_3U1Yc8RrkwwcYwep1XybNoro","","",2026-09-06T20:46:28.240Z
"stripe_eu_tx_txn_1U1YcERrkwwcYwepDaSP2pB2","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2026-08-06T21:14:14.000Z,2026-08-11T00:00:00.000Z,"","","",2026-09-06T20:46:28.027Z
"stripe_eu_tx_txn_1U2006RrkwwcYwepDWpqLZgc","stripe_fee","fee","Revenue recognition (2026-08-06): Standalone charges",-0.10,0.00,-0.10,eur,"available",2026-08-08T02:28:42.000Z,2026-08-08T02:28:42.000Z,"","","",2026-09-06T20:46:27.931Z
"stripe_eu_tx_txn_3U2vU2RrkwwcYwep06Fy5g4j","charge","charge","",69.99,2.52,67.47,eur,"available",2026-08-10T15:51:27.000Z,2026-08-13T00:00:00.000Z,"ch_3U2vU2RrkwwcYwep04oD6I6g","","",2026-09-06T20:46:27.834Z
"stripe_eu_tx_txn_1U2vU6RrkwwcYwepSEzEa5xF","contribution","contribution","Climate contribution",-0.35,0.00,-0.35,eur,"available",2026-08-10T15:51:30.000Z,2026-08-13T00:00:00.000Z,"","","",2026-09-06T20:46:27.627Z
"stripe_eu_tx_txn_1U33EPRrkwwcYwepcBi1cpo6","payout","payout","STRIPE PAYOUT",-38.84,0.00,-38.84,eur,"available",2026-08-11T00:07:48.000Z,2026-08-11T00:07:48.000Z,"po_1U33EORrkwwcYweps9AoOX0S","","",2026-09-06T20:46:27.531Z
"stripe_eu_tx_po_1U33EORrkwwcYweps9AoOX0S","payout","payout","STRIPE PAYOUT",-38.84,0.00,-38.84,eur,"paid",2026-08-11T00:07:48.000Z,2026-08-11T00:00:00.000Z,"","stripe_eu_tx_po_1U33EORrkwwcYweps9AoOX0S","",2026-09-06T20:46:52.870Z
"stripe_eu_tx_txn_1U3PwxRrkwwcYwepJFJMM72V","stripe_fee","fee","Revenue recognition (2026-08-10): Standalone charges",-0.17,0.00,-0.17,eur,"available",2026-08-12T00:23:18.000Z,2026-08-12T00:23:18.000Z,"","","",2026-09-06T20:46:27.435Z
"stripe_eu_tx_po_1U3mTNRrkwwcYwepQIiMFglc","payout","payout","STRIPE PAYOUT",-66.95,0.00,-66.95,eur,"paid",2026-08-13T00:26:17.000Z,2026-08-13T00:00:00.000Z,"","stripe_eu_tx_po_1U3mTNRrkwwcYwepQIiMFglc","",2026-09-06T20:46:52.774Z
"stripe_eu_tx_txn_1U3mTORrkwwcYwepPKqTSgbW","payout","payout","STRIPE PAYOUT",-66.95,0.00,-66.95,eur,"available",2026-08-13T00:26:17.000Z,2026-08-13T00:26:17.000Z,"po_1U3mTNRrkwwcYwepQIiMFglc","","",2026-09-06T20:46:27.338Z
"stripe_eu_tx_txn_3U5RyERrkwwcYwep0qd5uTzR","charge","charge","Subscription creation",39.99,1.55,38.44,eur,"available",2026-08-17T14:57:03.000Z,2026-08-20T00:00:00.000Z,"ch_3U5RyERrkwwcYwep07vHGBQU","","",2026-09-06T20:46:27.243Z
"stripe_eu_tx_txn_1U5RyHRrkwwcYweps7eb2mhH","contribution","contribution","Climate contribution",-0.20,0.00,-0.20,eur,"available",2026-08-17T14:57:05.000Z,2026-08-20T00:00:00.000Z,"","","",2026-09-06T20:46:27.036Z
"stripe_eu_tx_txn_1U5c1jRrkwwcYwepC4BYn3wG","stripe_fee","fee","Billing - Usage Fee (2026-08-17)",-0.28,0.00,-0.28,eur,"available",2026-08-18T01:41:18.000Z,2026-08-18T01:41:18.000Z,"","","",2026-09-06T20:46:26.939Z
"stripe_eu_tx_txn_1U5xUvRrkwwcYwepBYITMRvE","stripe_fee","fee","Revenue recognition (2026-08-17): Fees for recurring invoices",-0.10,0.00,-0.10,eur,"available",2026-08-19T00:36:52.000Z,2026-08-19T00:36:52.000Z,"","","",2026-09-06T20:46:26.844Z
"stripe_eu_tx_po_1U6JXIRrkwwcYwep0UnHbIJn","payout","payout","STRIPE PAYOUT",-37.86,0.00,-37.86,eur,"paid",2026-08-20T00:08:48.000Z,2026-08-20T00:00:00.000Z,"","stripe_eu_tx_po_1U6JXIRrkwwcYwep0UnHbIJn","",2026-09-06T20:46:52.678Z
"stripe_eu_tx_txn_1U6JXIRrkwwcYwepeHltpS42","payout","payout","STRIPE PAYOUT",-37.86,0.00,-37.86,eur,"available",2026-08-20T00:08:48.000Z,2026-08-20T00:08:48.000Z,"po_1U6JXIRrkwwcYwep0UnHbIJn","","",2026-09-06T20:46:26.748Z
"stripe_eu_tx_txn_3U6no5RrkwwcYwep0uomtdte","charge","charge","",89.99,1.60,88.39,eur,"available",2026-08-21T08:28:10.000Z,2026-08-26T00:00:00.000Z,"ch_3U6no5RrkwwcYwep05NA53JR","","",2026-09-06T20:46:26.652Z
